Food Name,Category,GI,Carbs
"Brown Sugar (HongMian, Guangzhou Light Industry & Trade Group, Guangzhou, China) #",Sugars and Syrups,71.0,4.0
"Sugar blend, 78% maltodextrin and 22% sucrose, dissolved in water #",Sugars and Syrups,163.0,8.0
Trehalose #,Sugars and Syrups,77.0,4.0
Trehalose #,Sugars and Syrups,81.0,4.0
Trehalose #,Sugars and Syrups,95.0,5.0
"Malbit CH (99% maltitol) (Cerestar, Vilvoorde, Belgium) #",Sugars and Syrups,73.0,2.0
"Maltidex 200 (50% maltitol) (Cerestar, Vilvoorde, Belgium) #",Sugars and Syrups,89.0,2.0
"Banana, (Musa sapientum), Nendra variety, unripe, steamed 1 h #",Vegetables,70.0,14.0
"Pumpkin, boiled for 30 min in water with 2 g salt, tested in young adults (17-18 y) #",Vegetables,75.0,8.0
"Corn, fresh, roasted #",Vegetables,77.0,15.0
"Corn, fresh, boiled #",Vegetables,82.0,16.0
"Carrots, boiled in water with 2 g salt #",Vegetables,92.0,9.0
"Cassava (Manihot esculenta), peeled, boiled 30 min, frozen, thawed and reheated for 1 min #",Vegetables,94.0,19.0
"Parsnips, boiled in water with 2 g salt #",Vegetables,97.0,10.0
"Swede (rutabaga), boiled in water with 2 g salt #",Vegetables,72.0,14.0
"Potatoes, NS, baked for 30 min #",Vegetables,78.0,16.0
"Purple Majesty potato, purple skin and flesh, skin on, cut into cubes, oven baked for 40 min #",Vegetables,77.0,15.0
"Potato, Red-Y38 variety, red skin and flesh, skin on, cut into cubes, oven baked for 40 min #",Vegetables,78.0,16.0
"Russet potatoes, baked without fat #",Vegetables,111.0,22.0
"Russet potatoes, cut into quarters, baked in foil for 1 h at 230oC, peeled #",Vegetables,85.0,17.0
"Russet potatoes, baked without fat, 45-60 min #",Vegetables,80.0,16.0
"Russet potatoes, baked without fat #",Vegetables,94.0,19.0
"Snowden potato, white skin and flesh, skin on, cut into cubes, oven baked for 40 min #",Vegetables,93.0,19.0
"Yukon Gold potato, white skin and yellow flesh, skin on, cut into cubes, oven baked for 40 min #",Vegetables,81.0,16.0
"Asterix potato, peeled, boiled for 18-20 min, served with 0.5 g NaCl #",Vegetables,79.0,16.0
"Desiree potato, peeled, quartered, boiled 15 min in unsalted water #",Vegetables,77.0,15.0
"Maris Peer potato, peeled, quartered, boiled 15 min in unsalted water #",Vegetables,94.0,19.0
"Nardine potato, boiled #",Vegetables,70.0,14.0
"Sava potato, peeled, boiled 21-30 min #",Vegetables,119.0,24.0
"Potatoes, white, NS, boiled in water with 1 g salt #",Vegetables,77.0,15.0
"Potatoes, NS, peeled, boiled #",Vegetables,87.0,17.0
"Sava potato, peeled, boiled 21-30 min, refrigerated 24 h, consumed cold #",Vegetables,89.0,18.0
"French fries, frozen, reheated in microwave (Cavendish Farms, New Annan, Canada) #",Vegetables,76.0,15.0
"Instant, prepared with warm water #",Vegetables,74.0,15.0
"Instant potatoes, prepared with water #",Vegetables,80.0,16.0
Instant mashed potatoes #,Vegetables,81.0,16.0
"Instant mashed potatoes (Edgell's Potato Whip, Edgell's, Australia), prepared with water #",Vegetables,86.0,17.0
"Instant mashed potatoes (Carnation Foods Co. Ltd., Manitoba, Canada) #",Vegetables,87.0,17.0
Instant mashed potatoes #,Vegetables,89.0,18.0
Instant mashed potatoes #,Vegetables,98.0,20.0
Instant mashed potatoes #,Vegetables,101.0,20.0
"Potato, instant (Betty Crocker Idaho Potato Buds), prepared as mash with water #",Vegetables,120.0,24.0
"Mashed potato, NS #",Vegetables,84.0,17.0
"Mashed potato, NS, tested in young adults (17-18 y) #",Vegetables,71.0,14.0
"Ontario potato, white, peeled, cubed, boiled 15 min, mashed #",Vegetables,74.0,15.0
"Prince Edward Island potato, peeled, cubed, boiled 15 min, mashed #",Vegetables,74.0,15.0
"Potato, NS, peeled, sliced, cooked in microwave for 2.5-3 min #",Vegetables,82.0,16.0
"New potatoes, boiled in water with 2 g salt #",Vegetables,70.0,14.0
"Potatoes, NS, steamed in high heat for 35 min #",Vegetables,94.0,19.0
"Sweet potatoes, steamed in high heat for 35 min #",Vegetables,71.0,14.0
"Sweet potato, orange #",Vegetables,77.0,15.0
"Sweet potato, kumara #",Vegetables,78.0,16.0
"Sweet potatoes, baked for 30 min #",Vegetables,91.0,18.0
"Tapioca (Manihot Utilissima), steamed 1 h #",Vegetables,70.0,14.0
"Tapioca boiled with milk (General Mills Canada Inc., Etobicoke, Canada) #",Vegetables,82.0,16.0
"Tapioca, boiled #",Vegetables,93.0,19.0
"Dasheen, peeled, boiled 30 min, uncrushed (whole), refrigerated, reheated for 1 min #",Vegetables,75.0,15.0
"Yam (Dioscorea spp.), boiled #",Vegetables,74.0,15.0
"Yam (Dioscorea spp.), boiled, consumed with 4.24 g salt #",Vegetables,74.0,15.0
"Agidi, maize (Zea mays), powdered, prepared with hot water and consumed as a solid paste #",Regional or Traditional Foods,92.0,32.0
"Amala, white yam (Dioscorea rotundata), powdered, prepared with hot water and consumed as a solid paste #",Regional or Traditional Foods,84.0,29.0
"Banku, prepared from corn dough (80%) and cassava dough (20%), stirred in hot water to form a pulp, eaten with 110 g light soup and salmon #",Regional or Traditional Foods,73.0,26.0
"Cassava starch (Manihot utilisima), powdered, prepared with hot water and consumed as a solid paste #",Regional or Traditional Foods,99.0,35.0
"Garri, made from cassava (Manihot utilissima) which had been fermented for 72 h and dried into granules #",Regional or Traditional Foods,73.0,26.0
"Garri/Eba, cassava (Manihot utilissima), grated, dried, shallow-fried, then prepared with hot water and consumed as a solid paste #",Regional or Traditional Foods,82.0,29.0
"Maize meal porridge, unrefined, maize-meal:water = 1:3, cooked for 20-30 min, tested in young adults (17-18 y) #",Regional or Traditional Foods,71.0,25.0
"Maize meal porridge, refined, maize-meal:water = 1:3, cooked for 20-30 min, tested in young adults (17-18 y) #",Regional or Traditional Foods,74.0,26.0
"Maize meal porridge/gruel, prepared with water #",Regional or Traditional Foods,111.0,39.0
"Millet flour porridge, prepared with water #",Regional or Traditional Foods,109.0,38.0
"Pap, corn flour porridge #",Regional or Traditional Foods,72.0,25.0
"Semolina, wheat (Triticum aestivum), powdered, prepared with hot water and consumed as a solid paste #",Regional or Traditional Foods,95.0,33.0
"Semovita, wheat (Triticum aestivum), powdered + 10% corn supplement, prepared with hot water and consumed as a solid paste #",Regional or Traditional Foods,96.0,34.0
"Tuwo Dawa, sorghum (Sorghum bicolor L. Moench), powdered, prepared with hot water and consumed as a solid paste #",Regional or Traditional Foods,85.0,30.0
"Tuwo Gero, millet grains (Pennisetum typhoides), powdered, prepared with hot water and consumed as a solid paste #",Regional or Traditional Foods,94.0,33.0
"Tuwo Masara, maize seeds (Zea mays), powdered, prepared with hot water and consumed as a solid paste #",Regional or Traditional Foods,87.0,30.0
"Tuwo Shinkafa, rice (Oryza sativa), powdered, prepared with hot water and consumed as a solid paste #",Regional or Traditional Foods,95.0,33.0
"Yam (D. rotunda), sliced, boiled, pounded to smooth dough consistency, eaten with 30 mL vegetable stew and 35 g beef #",Regional or Traditional Foods,82.0,29.0
"Awama, deep fried dough balls soaked in syrup #",Regional or Traditional Foods,81.0,28.0
"Fatayer pastry, stuffed with halloumi cheese, baked at 180°C for 30 min #",Regional or Traditional Foods,80.0,28.0
"Fatayer pastry, topped with Zaatar, baked at 180°C for 30 min #",Regional or Traditional Foods,80.0,28.0
"Fatayer pastry, stuffed with spinach, lemon juice and spices, baked at 180°C for 30 min #",Regional or Traditional Foods,78.0,27.0
"Lebanese bread (white, unleavened), hummus, falafel and tabbouleh #",Regional or Traditional Foods,86.0,30.0
Middle Eastern flatbread #,Regional or Traditional Foods,97.0,34.0
"Muhalabea, made with rice, sugar and whole milk, boiled to thick consistency #",Regional or Traditional Foods,83.0,29.0
"Qurs Aquili, enriched sweet dough, baked for 15 min #",Regional or Traditional Foods,83.0,29.0
"Sago, with added sugar, cooked at low temperature to a jelly consistency #",Regional or Traditional Foods,80.0,28.0
"Shearia (thinly threaded pasta-like durum wheat), shallow fried and boiled, sweetened with sugar #",Regional or Traditional Foods,84.0,29.0
"Tanour white bread, unleavened, baked in tanour oven #",Regional or Traditional Foods,81.0,28.0
"Turkish bread, white wheat flour #",Regional or Traditional Foods,87.0,30.0
"Cake, cushaw and potato #",Regional or Traditional Foods,108.0,38.0
"Dried Lily bulb (Lilium brownii var. viridulum Baker), pre-soaked at 4oC for 12 h, steamed for 30 min #",Regional or Traditional Foods,83.0,29.0
"Dried Lily bulb (Lilium brownii var. viridulum Baker), pre-soaked at 4oC for 12 h, steamed for 60 min #",Regional or Traditional Foods,85.0,30.0
"Gayam (Inocarfus fagifer Forst.) seed, boiled at 100°C for 15 min, peeled, dried for 48 h, ground to form flour #",Regional or Traditional Foods,75.0,26.0
"Gayam (Inocarfus fagifer Forst.) seed, peeled, dried for 48 h, ground to form flour #",Regional or Traditional Foods,74.0,26.0
"Glutinous rice, type NS (Esubi Shokuhin, Japan) #",Regional or Traditional Foods,86.0,30.0
Glutinous rice cake with 1 g dried sea algae #,Regional or Traditional Foods,83.0,29.0
"Lacy pancake, made from wheat flour, consumed with chicken curry containing potatoes and coconut milk #",Regional or Traditional Foods,81.0,28.0
"Rice, white, gruel, simmered over low heat with water for 45 min #",Regional or Traditional Foods,93.0,33.0
"Salted rice ball (Satou Co Ltd., Japan) #",Regional or Traditional Foods,80.0,28.0
"Starch jelly, Acorn #",Regional or Traditional Foods,72.0,25.0
"Stir-fried vegetables with chicken and boiled white rice, home made #",Regional or Traditional Foods,73.0,26.0
White rice with 1 g dried fish strip (okaka) #,Regional or Traditional Foods,79.0,28.0
White rice topped with 60 g raw egg and 2 g soy sauce #,Regional or Traditional Foods,72.0,25.0
White rice with 2 g sea algae rolled in sheet of 1 g toasted sea algae #,Regional or Traditional Foods,77.0,27.0
"Amaranth (Amaranthus esculentum) popped, eaten with 150 mL milk and non-nutritive sweetener #",Regional or Traditional Foods,97.0,34.0
Appam (thin pancake made from fermented rice flour batter with tender coconut) eaten with Bengal gram curry #,Regional or Traditional Foods,90.0,32.0
"Arrowroot (Canna indica), peeled, cut into pieces, boiled for 20-40 min, served with 45 g scraped coconut #",Regional or Traditional Foods,78.0,27.0
"Chapatti, amaranth-wheat (50:50) composite flour, served with bottle gourd and tomato curry #",Regional or Traditional Foods,76.0,27.0
"Chapatti, wheat flour, thin, with green gram (Phaseolus aureus) dhal #",Regional or Traditional Foods,81.0,28.0
"Dosa, made from germinated whole finger millet (Eleusine coracana) flour and black gram dhal, cooked in fry pan, served with 30 g Bengal gram chutney #",Regional or Traditional Foods,71.0,25.0
"Dosa, made from rice flour and black gram dhal, cooked in fry pan, served with 30 g Bengal gram chutney #",Regional or Traditional Foods,82.0,29.0
"Dosai (parboiled and raw rice, soaked, ground, fermented and fried) with chutney #",Regional or Traditional Foods,77.0,27.0
Idiappam (steamed rice flour dough with tender coconut) eaten with Bengal gram curry #,Regional or Traditional Foods,86.0,30.0
"Idli (parboiled and raw rice + black dhal, soaked, ground, fermented, steamed) with chutney #",Regional or Traditional Foods,77.0,27.0
"Jowar, roasted bread made from Jowar flour (Sorghum vulgare) #",Regional or Traditional Foods,77.0,27.0
"Manioc (cassava), consumed with 25 g coconut sambol #",Regional or Traditional Foods,85.0,30.0
"Millet/Ragi (Eleucine coracana), eaten with a traditional Indian meal #",Regional or Traditional Foods,84.0,29.0
Millet/Ragi (Eleucine coracana) flour eaten as roasted bread #,Regional or Traditional Foods,104.0,36.0
"Parboiled rice, eaten with a traditional Indian meal #",Regional or Traditional Foods,99.0,35.0
"Pongal (rice and roasted green gram dhal, pressure cooked) #",Regional or Traditional Foods,90.0,32.0
Poori (deep-fried wheat flour dough) with potato palya (mashed potato) #,Regional or Traditional Foods,82.0,29.0
"Porridge, made from popped rice (aralu), consumed with Bengal gram, green gram and black gram #",Regional or Traditional Foods,77.0,27.0
"Porridge, made from expanded rice (puri), consumed with Bengal gram, green gram and black gram #",Regional or Traditional Foods,75.0,26.0
"Puttu/Pittu (rice flour, steamed with tender coconut) eaten with Bengal gram curry #",Regional or Traditional Foods,79.0,28.0
"Puttu/Pittu, made from industrially-milled finger millet (Eucenea coracana) flour #",Regional or Traditional Foods,79.0,28.0
"Red rice, served with 30 mL coconut gravy (kirihodi) #",Regional or Traditional Foods,70.0,25.0
"Porridge, made from Ranawara (Cassia auriculata Linn.) green leaf extract, and coconut milk, and rice #",Regional or Traditional Foods,77.0,27.0
"Semolina (Triticum aestivum), roasted at 105°C then gelatinized with water, with 5 g groundnut oil #",Regional or Traditional Foods,76.0,27.0
"Stringhoppers, prepared with red rice flour, consumed with 25 g coconut sambol, boiled egg and 30 mL kirihodi coconut gravy #",Regional or Traditional Foods,73.0,26.0
"Stringhoppers, prepared with wheat flour, consumed with 25 g coconut sambol, boiled egg, and 30 mL kirihodi coconut gravy #",Regional or Traditional Foods,74.0,26.0
"Varagu (Paspalum scorbiculatum), pressure cooked15lb 12-15 min, consumed with green gram dhal (Phaseolus aureus Roxb) #",Regional or Traditional Foods,78.0,27.0
"Wheat, cooked, eaten as part of a traditional Indian meal #",Regional or Traditional Foods,90.0,32.0
"Melawach, fried wheat dough #",Regional or Traditional Foods,71.0,25.0
Melawach + 15 g lupin (Lupinus albus) fiber #,Regional or Traditional Foods,72.0,25.0
Cactus jam (Stenocereus thurberi) #,Regional or Traditional Foods,92.0,32.0
Fruit Leather (Stenocereus thurberi) #,Regional or Traditional Foods,71.0,25.0
"Arepa, corn bread cake, made with corn flour #",Regional or Traditional Foods,72.0,25.0
"Arepa, made from ordinary dehulled dent corn flour (25% amylose) #",Regional or Traditional Foods,81.0,28.0
"Corn tortilla, fried, with mashed potato, fresh tomato and lettuce #",Regional or Traditional Foods,79.0,28.0
"Corn tortilla potato taco, corn tortilla served with mashed potato, lettuce and tomato #",Regional or Traditional Foods,86.0,30.0
"Molletes (Terea white bread, mayocoba refried beans, manchego cheese) #",Regional or Traditional Foods,81.0,28.0
"Tamales, made from maize (Zea mays var. Huimilpan) flour prepared using the traditional nixtamalization process with water and calcium hydroxide, steamed for 1.5 h #",Regional or Traditional Foods,82.0,29.0
"Tamales, made from maize (Zea mays var. Huimilpan) flour prepared using the classical nixtamalization process with water and wood ash, steamed for 1.5 h #",Regional or Traditional Foods,73.0,26.0
"Tamales, made from maize (Zea mays var. Huimilpan) flour prepared using the classical nixtamalization process with water, steamed for 1.5 h #",Regional or Traditional Foods,73.0,26.0
Glucose drink with 5.6 g added whey protein and whey peptide blend powder (Glandia),Beverages,92.0,23.0
Glucose drink with 11.2 g added whey protein and whey peptide blend powder (Glandia),Beverages,85.0,21.0
Wholemeal wheat flour bread,Breads,70.0,11.0
"Bread, white",Breads,81.0,12.0
"Rice, white, NS, boiled for 45-60 min on mild heat #",Cereal Grains,73.0,33.0
"Oat (Avena sativa L.) flakes, mixed with water, convection heated for 7 min #",Cereal Grains,76.0,34.0
"Oat (Avena sativa L.) flakes, mixed with water, cooked in microwave for 5 min #",Cereal Grains,75.0,34.0
"Rice, white, Sato-no-gohan, cooked in an electric rice cooker #",Cereal Grains,71.0,32.0
"Rice, white, Hinohikari, cooked in an electric rice cooker #",Cereal Grains,74.0,33.0
"Rice, white, Koshihikari, cooked in an electric rice cooker #",Cereal Grains,75.0,34.0
"Rice, DRRH-3, boiled",Cereal Grains,78.0,35.0
"Rice, Jaya, boiled",Cereal Grains,76.0,34.0
"Rice, NDR-97, boiled",Cereal Grains,78.0,35.0
"Rice, PR-113, boiled",Cereal Grains,77.0,35.0
"Rice, Salivahana, boiled",Cereal Grains,80.0,36.0
"Rice, Sasyasree, boiled",Cereal Grains,76.0,34.0
"Rice, Savithri, boiled",Cereal Grains,70.0,32.0
"Rice, TellaHamsa, boiled",Cereal Grains,77.0,35.0
"Rice, Triguna, boiled",Cereal Grains,79.0,36.0
"Rice, Varalu, boiled",Cereal Grains,78.0,35.0
"Rice, white, Jasmine (Rambutan AAA, Jasmine Food Corp Pte Ltd, Malaysia), polished, cooked for 32 min in an electric rice cooker with 1:2 (w/w) rice-to-water ratio",Cereal Grains,77.0,35.0
"Rice, white, Sinandomeng, milled, cooked in an electric rice cooker",Cereal Grains,75.0,34.0
"Rice, white, NSIC Rc160, milled, cooked in an electric rice cooker",Cereal Grains,70.0,32.0
"Rice, Japonica, white, steamed for 50 min #",Cereal Grains,84.0,38.0
"Meal containing 50% pearled oats and 50% Japonica rice, cooked under high 70 kPa pressure pressure for 20 min #",Cereal Grains,70.0,32.0
Chocolate cookie,Cookies,78.0,16.0
"Strawberry jam, containing corn syrup and sugar #",Fruit and Fruit Products,76.0,11.0
"Strawberry jam, containing sugar and glucose #",Fruit and Fruit Products,70.0,11.0
Corn injera (flatbread,Regional or Traditional Foods,97.0,34.0
"Foutou d'igname (pounded white yam, Dioscorea cayenensis-rotundata; variety Kponan)",Regional or Traditional Foods,85.0,30.0
"Placali, cassava (Manihot esculenta Crantz) paste fermented",Regional or Traditional Foods,106.0,37.0
"Foutou de banane, pounded plantain (Musa paradisiaca L.; variety ameletia)",Regional or Traditional Foods,91.0,32.0
"Cabato_h, maize (Zea mays L.) meal porridge",Regional or Traditional Foods,74.0,26.0
"Fat cakes, white wheat flour mised with water to make a dough, deep fried in sunflower oil",Regional or Traditional Foods,71.0,25.0
Dumplings: white wheat flour mixed with water to make dough balls and boiled in water,Regional or Traditional Foods,73.0,26.0
"Mapakiwa (baked bread), white wheat flour mixed with water to make dough, baked in an oven",Regional or Traditional Foods,79.0,28.0
"Soft porridge with milk, millet meal boiled in water to a soft consistency and served with pasteurised full-cream milk",Regional or Traditional Foods,72.0,25.0
"Poha, made from rice flakes, with onion and spices",Regional or Traditional Foods,74.0,26.0
"Pasta, made from wheat, boiled, served with tomatoes, onions and spices",Regional or Traditional Foods,72.0,25.0
"Fried rice in Yangzhou-style, instant",Regional or Traditional Foods,76.0,27.0
"Plain steamed vermicelli roll, instant",Regional or Traditional Foods,93.0,33.0
"Red bean dessert, instant",Regional or Traditional Foods,73.0,26.0
"Pittu, made with wheat flour and coconut scrapings, steamed for 10 min #",Regional or Traditional Foods,80.0,28.0
"Pittu, made with red rice flour and coconut scrapings, steamed for 10 min #",Regional or Traditional Foods,81.0,28.0
"Hoppers, made with red rice flour, coconut water, coconut milk, and salt, cooked for 5 min #",Regional or Traditional Foods,95.0,33.0
"Olu-milk rice; olu (water lily) rice, soaked overnight, boiled for 75 min, prepared with coconut milk #",Regional or Traditional Foods,72.0,25.0
Extruded snack made from buckwheat flour,Snack Foods and Confectionery,70.0,18.0
High fructose corn syrup (42% fructose),Sugars and Syrups,81.0,4.0
"Yellow yam (Dioscorea cayenensis-rotundata), Yaobadou variety, peeled, cut into 18 mm slices, boiled in water for 10 min #",Vegetables,70.0,14.0
"Potato, instant mashed",Vegetables,87.0,17.0
